book_title,book_link
Вторая Академия (Основание),https://www.litres.ru/book/ayzek-azimov/vtoraya-akademiya-osnovanie-158158/
Девочка Красная Тапочка,https://www.litres.ru/book/darya-doncova/devochka-krasnaya-tapochka-67860954/
Взгляд внутрь болезни. Все секреты хронических и таинственных заболеваний и эффективные способы...,https://www.litres.ru/book/entoni-uilyam/vzglyad-vnutr-bolezni-vse-sekrety-hronicheskih-i-tainstvenny-24389668/
Инкуб с трамвайной остановки,https://www.litres.ru/audiobook/oksana-alekseeva-17978213/inkub-s-tramvaynoy-ostanovki-69021574/
Город: в поисках идентичности,https://www.litres.ru/book/n-g-fedotova/gorod-v-poiskah-identichnosti-68605794/
"Бухгалтерский учет в строительстве. (Бакалавриат, Магистратура). Учебник.",https://www.litres.ru/book/larisa-gerasimova-10/buhgalterskiy-uchet-v-stroitelstve-bakalavriat-magist-67283750/
Экономическая история России (опыт институционального анализа). (Бакалавриат). Учебное пособие.,https://www.litres.ru/book/rustem-mahmutovich-n/ekonomicheskaya-istoriya-rossii-opyt-institucionalnog-67226606/
Отражение. Зеркало надежды,https://www.litres.ru/book/galina-goncharova/otrazhenie-zerkalo-nadezhdy-42553063/
Закрой дверь за совой,https://www.litres.ru/book/elena-mihalkova/zakroy-dver-za-sovoy-24721425/
Пирог из горького миндаля,https://www.litres.ru/book/elena-mihalkova/pirog-iz-gorkogo-mindalya-22972987/
Сказки старого Вильнюса,https://www.litres.ru/book/maks-fray/skazki-starogo-vilnusa-16905148/
Восемь бусин на тонкой ниточке,https://www.litres.ru/book/elena-mihalkova/vosem-busin-na-tonkoy-nitochke-3086135/
Манюня пишет фантастичЫскЫй роман,https://www.litres.ru/book/narine-abgaryan/manunya-pishet-fantastichyskyy-roman-649725/
Американские боги,https://www.litres.ru/book/nil-geyman/amerikanskie-bogi-429152/
Рассвет,https://www.litres.ru/book/stefani-mayer/rassvet-178899/
Время собирать камни,https://www.litres.ru/book/elena-mihalkova/vremya-sobirat-kamni-169453/
Корона Мышки-норушки,https://www.litres.ru/book/darya-doncova/korona-myshki-norushki-68027867/
"Полдень, XXII век",https://www.litres.ru/book/arkadiy-i-boris-strugackie/polden-xxii-vek-144442/
Кружевное убийство,https://www.litres.ru/book/ludmila-martova/kruzhevnoe-ubiystvo-64932241/
Финансист. Титан. Стоик,https://www.litres.ru/book/teodor-drayzer/finansist-titan-stoik-48955248/
Государь,https://www.litres.ru/audiobook/nikkolo-makiavelli/gosudar-22173705/
Запертые во тьме,https://www.litres.ru/book/natalya-timoshenko-13466742/zapertye-vo-tme-65265671/
История кино. 24 кадра в секунду. От целлулоида до цифры,https://www.litres.ru/audiobook/oleg-groznov/istoriya-kino-24-kadra-v-sekundu-ot-celluloida-do-cifry-69299230/
"Что обо мне подумают, если у меня есть мечта",https://www.litres.ru/book/ilona-drozh/chto-obo-mne-podumaut-esli-u-menya-est-mechta-69249757/
Огненная невеста короля. Сердце Пламени,https://www.litres.ru/book/aleks-nayt-26809918/ognennaya-nevesta-korolya-serdce-plameni-68690601/
"Под маской, или Страшилка в академии",https://www.litres.ru/book/katerina-cvik/pod-maskoy-ili-strashilka-v-akademii-67644051/
Онтопсихологическая синемалогия,https://www.litres.ru/book/antonio-menegetti/ontopsihologicheskaya-sinemalogiya-63072591/
Технология металлов и сплавов,https://www.litres.ru/book/raznoe-4340152/tehnologiya-metallov-i-splavov-57143255/
Идиот,https://www.litres.ru/book/fedor-dostoevskiy/idiot-31262081/
Опасная улика,https://www.litres.ru/book/sergey-baksheev/opasnaya-ulika-30091896/
Конь с розовой гривой (сборник),https://www.litres.ru/book/viktor-astafev/kon-s-rozovoy-grivoy-7346535/
Этичный хакинг. Практическое руководство по взлому (pdf+epub),https://www.litres.ru/book/deniel-g-grem/etichnyy-haking-prakticheskoe-rukovodstvo-po-vzlomu-pdf-epub-67321769/
Я чувствую… Что? Гид по эмоциональному интеллекту в инфографике,https://www.litres.ru/book/smart-reading/ya-chuvstvuu-chto-gid-po-emocionalnomu-intellektu-v-infograf-67258817/
Темные сестры,https://www.litres.ru/book/olga-pashnina/temnye-sestry-68881020/
"Все, что мы когда-то любили",https://www.litres.ru/audiobook/mariya-metlickaya/vse-chto-my-kogda-to-lubili-67628049/
Procreate. Учимся создавать шедевры на Ipad. Единственный гид по цифровой живописи,https://www.litres.ru/book/maks-ulichney/procreate-uchimsya-sozdavat-shedevry-na-ipad-edinstvennyy-gi-62771207/
Полуночная роза,https://www.litres.ru/audiobook/lusinda-rayli/polunochnaya-roza-59357441/
Искажающие реальность. Книга 4. Паутина миров,https://www.litres.ru/audiobook/mihail-aleksandrovich-atamano/iskazhauschie-realnost-kniga-4-pautina-mirov-42938168/
Тёмный травник. Верховья Стикса,https://www.litres.ru/audiobook/mihail-aleksandrovich-atamanov/temnyy-travnik-verhovya-stiksa-39140833/
Трудно быть богом,https://www.litres.ru/audiobook/arkadiy-i-boris-strugackie/trudno-byt-bogom-3140955/
Дикарь,https://www.litres.ru/book/marina-surzhevskaya-22364624/dikar-63804123/
Кузнечик,https://www.litres.ru/book/kotaro-isaka/kuznechik-68538683/
Karmamagic,https://www.litres.ru/book/aleksey-sitnikov/karmamagic-63620256/
Аномальный Наследник. Князь и Канцлер,https://www.litres.ru/audiobook/elian-tars-14313969/anomalnyy-naslednik-knyaz-i-kancler-69189928/
Повелитель вселенных. Космический дьявол. Книга третья,https://www.litres.ru/book/aleksandr-tararev-181/povelitel-vselennyh-kosmicheskiy-dyavol-kniga-tretya-67386021/
Кровь рода,https://www.litres.ru/book/pavel-vyach/krov-roda-69298591/
Абсолютно неправильные люди. Москва – Питер,https://www.litres.ru/book/olga-stanislavovna-nazarova/absolutno-nepravilnye-ludi-moskva-piter-69130831/
Госпожа Северных земель. Право оборотня,https://www.litres.ru/book/emi-mun-32094411/gospozha-severnyh-zemel-pravo-oborotnya-69003961/
Целитель-9,https://www.litres.ru/book/valeriy-bolshakov/celitel-9-68932755/
Убежище. Книга третья,https://www.litres.ru/book/olga-stanislavovna-nazarova/ubezhische-kniga-tretya-68698017/
Убежище. Книга вторая,https://www.litres.ru/book/olga-stanislavovna-nazarova/ubezhische-kniga-vtoraya-68417987/
Фальшивая невеста,https://www.litres.ru/book/oksana-severnaya/falshivaya-nevesta-67873857/
Любовь и корона. Книга 2. Любовь и лёд,https://www.litres.ru/book/irmata-aryar/lubov-i-korona-kniga-2-lubov-i-led-67798331/
Защитники Вселенной,https://www.litres.ru/book/viktoriya-starkina-22980022/zaschitniki-vselennoy-67342346/
Трофей Его Высочества,https://www.litres.ru/book/tatyana-zinina/trofey-ego-vysochestva-67290269/
Альфа-ноль,https://www.litres.ru/book/artem-kamenistyy/alfa-nol-58531546/
Штуцер и тесак,https://www.litres.ru/book/anatoliy-drozdov/shtucer-i-tesak-55831023/
Санаторий «Седьмое небо»,https://www.litres.ru/book/polina-lugovcova/sanatoriy-sedmoe-nebo-53643746/
1984,https://www.litres.ru/audiobook/dzhordzh-oruell/1984-67778754/
Алая гроздь турмалина,https://www.litres.ru/audiobook/ludmila-martova/alaya-grozd-turmalina-66576862/
Меч Предназначения,https://www.litres.ru/audiobook/andzhey-sapkovskiy/mech-prednaznacheniya-64856302/
Бог-Император Дюны,https://www.litres.ru/book/frenk-gerbert/bog-imperator-duny-11034168/
Владетель Альдеррийский,https://www.litres.ru/audiobook/dmitriy-shatrov-27970372/vladetel-alderriyskiy-69293308/
Заклинатель четырёх стихий,https://www.litres.ru/audiobook/dmitriy-shatrov-27970372/zaklinatel-chetyreh-stihiy-69190123/
Русская канарейка. Желтухин,https://www.litres.ru/book/dina-rubina/russkaya-kanareyka-zheltuhin-6698523/
Исчезнувшие,https://www.litres.ru/book/saymon-bekett/ischeznuvshie-69285349/
Первые шаги к Богу,https://www.litres.ru/book/svyaschennik-pavel-ostrovskiy/pervye-shagi-k-bogu-68967525/
Искусство ясно мыслить,https://www.litres.ru/book/rolf-dobelli/iskusstvo-yasno-myslit-55344543/
Джедайские техники конструктивного общения,https://www.litres.ru/book/aleksandr-orlov-23090507/dzhedayskie-tehniki-konstruktivnogo-obscheniya-54056267/
И все это Шекспир,https://www.litres.ru/book/emma-smith/i-vse-eto-shekspir-51981323/
Суперобучение. Система освоения любых навыков – от изучения языков до построения карьеры,https://www.litres.ru/book/scott-h-young/superobuchenie-sistema-osvoeniya-lubyh-navykov-ot-izucheniya-51666080/
Всегда желанные. Как сохранить страсть в длительных отношениях,https://www.litres.ru/book/ester-perel/vsegda-zhelannye-kak-sohranit-strast-v-dlitelnyh-otnosheniyah-51650376/
Уроки истории. Закономерности развития цивилизации за 5000 лет,https://www.litres.ru/book/ariel-durant-2115155/uroki-istorii-zakonomernosti-razvitiya-civilizacii-za-48649855/
Data Science. Наука о данных с нуля,https://www.litres.ru/book/dzhoel-gras-17430415/data-science-nauka-o-dannyh-s-nulya-39286388/
Точка наслаждения,https://www.litres.ru/book/lori-minc/tochka-naslazhdeniya-38274557/
Дизайн привычных вещей,https://www.litres.ru/book/donald-norman/dizayn-privychnyh-veschey-37404452/
"Мозг Будды: нейропсихология счастья, любви и мудрости",https://www.litres.ru/book/rik-hanson/mozg-buddy-neyropsihologiya-schastya-lubvi-i-mudrosti-31736353/
Ген директора. 17 правил позитивного менеджмента по-русски,https://www.litres.ru/book/vladimir-mozhenkov/gen-direktora-17-pravil-pozitivnogo-menedzhmenta-po-rus-25234904/
Книга радости,https://www.litres.ru/book/dalay-lama-xiv/kniga-radosti-23558505/
"Покажи свою работу. 10 способов сделать так, чтобы тебя заметили",https://www.litres.ru/book/ostin-kleon/pokazhi-svou-rabotu-10-sposobov-sdelat-tak-chtoby-tebya-zameti-23306973/
"Бизнес-процессы. Как их описать, отладить и внедрить. Практикум",https://www.litres.ru/book/mihail-rybakov/biznes-processy-kak-ih-opisat-otladit-i-vnedrit-praktikum-22098451/
Шелкопряд,https://www.litres.ru/audiobook/robert-gelbreyt/shelkopryad-18574481/
"Еда и мозг. Что углеводы делают со здоровьем, мышлением и памятью",https://www.litres.ru/book/devid-perlmutter/eda-i-mozg-chto-uglevody-delaut-so-zdorovem-myshleniem-i-8205378/
Нефритовые четки. Сборник,https://www.litres.ru/audiobook/boris-akunin/nefritovye-chetki-sbornik-6279036/
"Коронация, или последний из романов",https://www.litres.ru/audiobook/boris-akunin/koronaciya-ili-posledniy-iz-romanov-6084727/
Как читать книги. Руководство по чтению великих произведений,https://www.litres.ru/book/mortimer-adler-2/kak-chitat-knigi-rukovodstvo-po-chteniu-velikih-proizvede-4429537/
Сам себе MBA. Самообразование на 100%,https://www.litres.ru/book/dzhosh-kaufman/sam-sebe-mba-samoobrazovanie-na-100-3953915/
«Никогда не ешьте в одиночку» и другие правила нетворкинга,https://www.litres.ru/book/keyt-ferracci/nikogda-ne-eshte-v-odinochku-i-drugie-pravila-netvorkinga-591105/
Дальние горизонты. Становление основы,https://www.litres.ru/book/haydarali-usmanov/dalnie-gorizonty-stanovlenie-osnovy-69280072/
Дакия в огне. Часть вторая. Дакийский самодержец,https://www.litres.ru/book/vadim-bartash/dakiya-v-ogne-chast-vtoraya-dakiyskiy-samoderzhec-68982180/
Основы сторителлинга для соцсетей,https://www.litres.ru/book/yan-orskiy/osnovy-storitellinga-dlya-socsetey-68782047/
А чего дома сидеть? Книга третья. Ликийская тропа,https://www.litres.ru/book/anna-smolina/a-chego-doma-sidet-kniga-tretya-likiyskaya-tropa-68588505/
Трейдинг без нервов. Книга-практикум по работе над собой при торговле на фондовой бирже,https://www.litres.ru/book/artur-sergeevich-sin/treyding-bez-nervov-kniga-praktikum-po-rabote-nad-sob-67089192/
Валид,https://www.litres.ru/book/anastasiya-sherr-17008642/valid-63788597/
Магия свечей. Обряды очищения и защиты,https://www.litres.ru/book/dmitriy-nevskiy/magiya-svechey-obryady-ochischeniya-i-zaschity-427912/
Проблема для некроманта – 2,https://www.litres.ru/book/natalya-shneyder-31980452/problema-dlya-nekromanta-2-68042666/
Космоэколухи,https://www.litres.ru/audiobook/olga-gromyko/kosmoekoluhi-63817397/
Жена башмачника,https://www.litres.ru/audiobook/adriana-trizhiani/zhena-bashmachnika-65497092/
Мы против вас,https://www.litres.ru/audiobook/fredrik-bakman/my-protiv-vas-48694896/
Бабий ветер,https://www.litres.ru/audiobook/dina-rubina/babiy-veter-23600819/
Русская канарейка. Желтухин,https://www.litres.ru/audiobook/dina-rubina/russkaya-kanareyka-zheltuhin-9998600/
Решение проблем по методикам спецслужб. 14 мощных инструментов,https://www.litres.ru/book/dzhons-morgan/reshenie-problem-po-metodikam-specsluzhb-14-moschnyh-instrum-23788416/
Смотрящая в окно,https://www.litres.ru/book/lena-obuhova/smotryaschaya-v-okno-67551750/
"7 принципов счастливого брака, или Эмоциональный интеллект в любви",https://www.litres.ru/book/dzhon-gottman/7-principov-schastlivogo-braka-ili-emocionalnyy-intellekt-v-28544026/
Конфликт интересов,https://www.litres.ru/book/ekaterina-orlova-24114096/konflikt-interesov-66027093/
Агентурная разведка. Часть 2. Нелегальный резидент. Поиск,https://www.litres.ru/book/viktor-derzhavin/agenturnaya-razvedka-chast-2-nelegalnyy-rezident-poisk-68317069/
Репликант,https://www.litres.ru/book/aleksandr-tararev-18167700/replikant-41893004/
Эмоциональная смелость,https://www.litres.ru/book/piter-bregman/emocionalnaya-smelost-43639501/
Лидерство в карьере и личной жизни. Как преуспеть в новой реальности,https://www.litres.ru/book/valeriy-chichkanov/liderstvo-v-karere-i-lichnoy-zhizni-kak-preuspet-v-novo-69275929/
Мишка Коди находит друга,https://www.litres.ru/book/dzhared-kallum/mishka-kodi-nahodit-druga-69245389/
"Чего я хочу? 40 вопросов, чтобы обрести в жизни смысл, опору и свой путь",https://www.litres.ru/book/kori-iger/chego-ya-hochu-40-voprosov-chtoby-obresti-v-zhizni-smysl-oporu-i-69191896/
Хочу свой бизнес. Предприниматель за 72 часа,https://www.litres.ru/book/artem-vahrushev/hochu-svoy-biznes-predprinimatel-za-72-chasa-69189529/
Шоу Олив,https://www.litres.ru/book/kayla-miller/shou-oliv-69153652/
Эстетика как код бренда. Привлекайте клиентов совершенным бизнес-продуктом,https://www.litres.ru/book/rikardo-illi/estetika-kak-kod-brenda-privlekayte-klientov-sovershennym-biz-68935233/
Запомни это. Книга-тренинг по быстрому и эффективному развитию памяти,https://www.litres.ru/book/ilgiz-sabirov/zapomni-eto-kniga-trening-po-bystromu-i-effektivnomu-razviti-68425139/
Египетская «Книга мертвых»,https://www.litres.ru/book/ernest-alfred-thompson-wallis-budge/egipetskaya-kniga-mertvyh-68369504/
Таро: 78 ступеней мудрости на пути к самопознанию,https://www.litres.ru/book/rachel-pollack-2/taro-78-stupeney-mudrosti-na-puti-k-samopoznaniu-67992581/
Почему никто не сказал мне об этом раньше? Проверенные психологические инструменты на все...,https://www.litres.ru/book/julie-smith/pochemu-nikto-ne-skazal-mne-ob-etom-ranshe-proverennye-psiholo-67822376/
Лето 1969,https://www.litres.ru/book/elin-hildebrand/leto-1969-67817624/
Зов ночной птицы,https://www.litres.ru/audiobook/robert-makkammon/zov-nochnoy-pticy-67754697/
Правила выживания в Джакарте,https://www.litres.ru/book/arina-cimering/pravila-vyzhivaniya-v-dzhakarte-67401776/
Точно любишь? Надежные отношения вопреки тревожной привязанности,https://www.litres.ru/book/lesli-bekker-felps/netrevozhnye-otnosheniya-kak-spravitsya-s-revnostu-besp-67292696/
"Метод скользкой горки. Сторителлинг для Reels, Stories, TikTok-роликов и других форматов социальных сетей",https://www.litres.ru/book/damir-halilov/metod-skolzkoy-gorki-storitelling-dlya-reels-stories-tiktok-67245555/
Сложные подчиненные. Практика российских руководителей,https://www.litres.ru/book/maksim-batyrev/slozhnye-podchinennye-praktika-rossiyskih-rukovoditeley-63500637/
Между Христом и Антихристом. «Поклонение волхвов» Иеронима Босха,https://www.litres.ru/book/mihail-mayzuls/mezhdu-hristom-i-antihristom-poklonenie-volhvov-ieronima-bo-63419632/
Радость жизни. Философия стоицизма для XXI века,https://www.litres.ru/book/prof-william-b-irvine/radost-zhizni-filosofiya-stoicizma-dlya-xxi-veka-63406716/
Нейрофитнес. Рекомендации нейрохирурга для улучшения работы мозга,https://www.litres.ru/book/rahul-dzhandial/neyrofitnes-rekomendacii-neyrohirurga-dlya-uluchsheniya-ra-62787401/
Сотник из будущего. Тёмное время,https://www.litres.ru/book/andrey-bulychev/sotnik-iz-buduschego-temnoe-vremya-67166423/
Тьма между нами,https://www.litres.ru/book/dzhon-marrs/tma-mezhdu-nami-65923998/
Магия утра для финансовой свободы,https://www.litres.ru/book/hel-elrod/magiya-utra-dlya-finansovoy-svobody-42401848/
Прикладная кинезиология. Восстановление тонуса и функций скелетных мышц,https://www.litres.ru/book/ludmila-vasileva-168/prikladnaya-kineziologiya-vosstanovlenie-tonusa-i-fun-38277199/
Бухгалтерский учет за 14 дней. Экспресс-курс,https://www.litres.ru/book/sergey-molchanov/buhgalterskiy-uchet-za-14-dney-ekspress-kurs-40914575/
Вот идет Мессия!..,https://www.litres.ru/book/dina-rubina/vot-idet-messiya-121416/
"Девчонки, я приехал!",https://www.litres.ru/book/tatyana-ustinova/devchonki-ya-priehal-65803125/
Путь одарённого. Мастер ассасин. Книга пятая. Часть вторая,https://www.litres.ru/audiobook/uriy-moskalenko/put-odarennogo-master-assasin-kniga-pyataya-chast-vtoraya-69291178/
Горчаков. Камер-юнкер,https://www.litres.ru/audiobook/valeriy-pylaev/gorchakov-kamer-unker-68282377/
Наследники трех родов,https://www.litres.ru/book/uliya-grigorova/nasledniki-treh-rodov-68486597/
Фактор латте. Три секрета финансовой свободы,https://www.litres.ru/book/devid-mann-dzhon/faktor-latte-tri-sekreta-finansovoy-svobody-55322091/
Народные дьяволы и моральная паника. Создание модов и рокеров,https://www.litres.ru/book/stenli-koen/narodnye-dyavoly-i-moralnaya-panika-sozdanie-modov-i-rokerov-67091457/
Лабиринт отражений,https://www.litres.ru/audiobook/sergey-lukyanenko/labirint-otrazheniy-9532918/
Пикап. Руководство по соблазнению,https://www.litres.ru/book/aleksandr-shturm/pikap-rukovodstvo-po-soblazneniu-63816471/
Час полнолуния,https://www.litres.ru/book/andrey-vasilev-4/chas-polnoluniya-40706570/
Блондинка в боевой академии. Не хочу жениться,https://www.litres.ru/book/anna-oduvalova/blondinka-v-boevoy-akademii-ne-hochu-zhenitsya-68882943/
Инвестиции с нуля. Подробное руководство для новичков,https://www.litres.ru/book/aleksey-zotov/investicii-s-nulya-podrobnoe-rukovodstvo-dlya-novichkov-63819071/
Файролл. Петля судеб. Том 1,https://www.litres.ru/book/andrey-vasilev-4/fayroll-petlya-sudeb-tom-1-66330808/
Отдел 15-К. Тени Былого,https://www.litres.ru/book/andrey-vasilev-4/otdel-15-k-teni-bylogo-60977582/
Сеятели ветра,https://www.litres.ru/book/andrey-vasilev-4/seyateli-vetra-40265396/
Кровь Севера,https://www.litres.ru/book/aleksandr-mazin/krov-severa-3132465/
Секреты фасилитации. SMART-руководство по работе с группами,https://www.litres.ru/book/maykl-vilkinson/sekrety-fasilitacii-smart-rukovodstvo-po-rabote-s-gruppami-40260105/
Охота на овец,https://www.litres.ru/audiobook/haruki-murakami/ohota-na-ovec-41783799/
Хвост Греры 2,https://www.litres.ru/audiobook/veronika-melan/hvost-grery-2-69302464/
Дар психотерапии,https://www.litres.ru/audiobook/irvin-yalom/dar-psihoterapii-41894046/
Хранитель,https://www.litres.ru/book/ketrin-sheperd/hranitel-69244345/
На руинах пирамид,https://www.litres.ru/audiobook/ekaterina-ostrovskaya/na-ruinah-piramid-69220615/
Незапертая дверь,https://www.litres.ru/audiobook/mariya-metlickaya/nezapertaya-dver-69165784/
Больно только когда смеюсь,https://www.litres.ru/audiobook/dina-rubina/bolno-tolko-kogda-smeus-68829780/
Подсознательный бог: Психотерапия и религия,https://www.litres.ru/audiobook/viktor-frankl/podsoznatelnyy-bog-psihoterapiya-i-religiya-67847271/
Чайка Джонатан Ливингстон,https://www.litres.ru/book/richard-bah/chayka-dzhonatan-livingston-39848905/
Анна Каренина,https://www.litres.ru/book/lev-tolstoy/anna-karenina-28057851/
Профессия: ведьма,https://www.litres.ru/audiobook/olga-gromyko/professiya-vedma-19149731/
И опять Пожарский 3,https://www.litres.ru/audiobook/andrey-gotlibovich-shoppert/i-opyat-pozharskiy-3-69281293/
Маленькие женщины,https://www.litres.ru/book/luiza-mey-olkott/malenkie-zhenschiny-50390816/
Ответ. Проверенная методика достижения недостижимого,https://www.litres.ru/audiobook/allan-piz/otvet-proverennaya-metodika-dostizheniya-nedostizhimogo-33474455/
Вглядываясь в солнце. Жизнь без страха смерти,https://www.litres.ru/book/irvin-yalom/vglyadyvayas-v-solnce-zhizn-bez-straha-smerti-38839895/
Дикая. Опасное путешествие как способ обрести себя,https://www.litres.ru/book/sheril-streyd/dikaya-opasnoe-puteshestvie-kak-sposob-obresti-sebya-6702666/
Человек Противный. Зачем нашему безупречному телу столько несовершенств,https://www.litres.ru/book/yael-adler/chelovek-protivnyy-zachem-nashemu-bezuprechnomu-telu-stolko-nes-48487592/
Улисс,https://www.litres.ru/book/dzheyms-dzhoys/uliss-136177/
Унесенные ветром. Том 2,https://www.litres.ru/audiobook/margaret-mitchell/unesennye-vetrom-tom-2-50194208/
Особняк на Трэдд-стрит,https://www.litres.ru/book/karen-uayt/osobnyak-na-tredd-strit-42587015/
Мифология. Бессмертные истории о богах и героях,https://www.litres.ru/book/edit-gamilton/mifologiya-bessmertnye-istorii-o-bogah-i-geroyah-50396403/
Красота физики. Постигая устройство природы,https://www.litres.ru/book/frank-wilczek/krasota-fiziki-postigaya-ustroystvo-prirody-17514850/
"Люди Севера: История викингов, 793–1241",https://www.litres.ru/book/dzhon-heyvud-10384584/ludi-severa-istoriya-vikingov-793-1241-22093250/
"Харизма. Как влиять, убеждать и вдохновлять",https://www.litres.ru/audiobook/kabeyn-oliviya-foks/harizma-kak-vliyat-ubezhdat-i-vdohnovlyat-29797750/
Никогда не сдаваться! Лучшие речи Черчилля,https://www.litres.ru/book/uinston-spenser-cherchill/nikogda-ne-sdavatsya-luchshie-rechi-cherchillya-6743068/
Прояснение Пранаямы. Пранаяма Дипика,https://www.litres.ru/book/b-k-s-ayengar/proyasnenie-pranayamy-pranayama-dipika-6185586/
Дела и приключения мистера Акриджа,https://www.litres.ru/audiobook/pelam-grenvill-vudhaus/dela-i-priklucheniya-mistera-akridzha-69287518/
Девушка с корабля,https://www.litres.ru/audiobook/pelam-grenvill-vudhaus/devushka-s-korablya-69251368/
Этический инженер,https://www.litres.ru/audiobook/garri-garrison/eticheskiy-inzhener-68828382/
Красавица и Драконище,https://www.litres.ru/audiobook/natalya-mamleeva/krasavica-i-drakonische-68486221/
Николай II. Жизнь и смерть,https://www.litres.ru/audiobook/edvard-radzinskiy/nikolay-ii-zhizn-i-smert-66828948/
Игры Немезиды,https://www.litres.ru/audiobook/dzheyms-kori/igry-nemezidy-66205564/
Пожар Сиболы,https://www.litres.ru/audiobook/dzheyms-kori/pozhar-siboly-65961085/
Сталин. Жизнь и смерть,https://www.litres.ru/audiobook/edvard-radzinskiy/stalin-zhizn-i-smert-64944107/
Empire V / Ампир «В»,https://www.litres.ru/audiobook/viktor-pelevin/empire-v-ampir-v-55514310/
Анна Каренина,https://www.litres.ru/audiobook/lev-tolstoy/anna-karenina-28091994/
Граф Монте-Кристо,https://www.litres.ru/audiobook/aleksandr-duma/graf-monte-kristo-5957159/
Ведьмак,https://www.litres.ru/audiobook/andzhey-sapkovskiy/vedmak-67078200/
Возвращение короля,https://www.litres.ru/book/dzhon-tolkin/vozvraschenie-korolya-128318/
Миротворец. Космический дьявол. Книга четвертая,https://www.litres.ru/book/aleksandr-tararev-1816770/mirotvorec-kosmicheskiy-dyavol-kniga-chetvertaya-67970753/
Вторжение. Космический дьявол. Книга 1,https://www.litres.ru/book/aleksandr-tararev-18167700/vtorzhenie-kosmicheskiy-dyavol-kniga-1-57430926/
По семейным обстоятельствам,https://www.litres.ru/audiobook/marianna-krasovskaya-31978070/po-semeynym-obstoyatelstvam-69284884/
Одарённый. Книга 1. Ученик,https://www.litres.ru/audiobook/tim-volkov-22197011/odarennyy-kniga-1-uchenik-69240823/
Попаданцы. Мир Таларея. Книга 1,https://www.litres.ru/audiobook/serg-usov-26586475/popadancy-mir-talareya-kniga-1-69221359/
Венецианский купец. Книга 5. Всплеск в тишине,https://www.litres.ru/audiobook/dmitriy-raspopov/venecianskiy-kupec-kniga-5-vsplesk-v-tishine-68966721/
Волшебный хор,https://www.litres.ru/book/evgeniy-kremchukov/volshebnyy-hor-68949531/
Хроники одной любви,https://www.litres.ru/audiobook/irina-elba-i-tatiana-osinskaya/hroniki-odnoy-lubvi-68759898/
Фиктивный брак,https://www.litres.ru/audiobook/anna-zavgorodnyaya/fiktivnyy-brak-67929816/
Приключения бодхисаттвы,https://www.litres.ru/book/anonimys/priklucheniya-bodhisattvy-67896773/
Венецианский купец. Книга 1,https://www.litres.ru/audiobook/dmitriy-raspopov/venecianskiy-kupec-kniga-1-67549343/
Тайный дневник Михаила Булгакова,https://www.litres.ru/book/anonimys/taynyy-dnevnik-mihaila-bulgakova-67429485/
Япония. История и культура: от самураев до манги. Часть 2,https://www.litres.ru/audiobook/nancy-k-stalker/yaponiya-istoriya-i-kultura-ot-samuraev-do-mangi-chast-2-63078058/
Беседы с Богом. Книга 4. Новый и неожиданный диалог о пробуждении человечества,https://www.litres.ru/book/nil-uolsh/besedy-s-bogom-kniga-4-novyy-i-neozhidannyy-dialog-o-probuzhdeni-39962396/
Цена вопроса. Том 1,https://www.litres.ru/book/aleksandra-marinina/cena-voprosa-tom-1-22638660/
Последний рассвет,https://www.litres.ru/book/aleksandra-marinina/posledniy-rassvet-6086128/
Похититель теней,https://www.litres.ru/book/mark-levi/pohititel-teney-2898095/
Хирург,https://www.litres.ru/book/tess-gerritsen/hirurg-131749/
Особые поручения: Декоратор,https://www.litres.ru/book/boris-akunin/osobye-porucheniya-dekorator-118397/
Мемуары гейши,https://www.litres.ru/book/artur-golden/memuary-geyshi-129825/
Маленький кусочек рая,https://www.litres.ru/book/t-a-uilyams/malenkiy-kusochek-raya-69250654/
Бродяга,https://www.litres.ru/book/erofey-trofimov/brodyaga-68620302/
Собиратель,https://www.litres.ru/book/vladimir-poselyagin/sobiratel-67103358/
"Служить нельзя, любить! Поцелуй смерти",https://www.litres.ru/book/natalya-kosuhina/sluzhit-nelzya-lubit-poceluy-smerti-68970438/
Почти любовь,https://www.litres.ru/book/aleks-d-17618839/pochti-lubov-68478130/
Самый разыскиваемый,https://www.litres.ru/book/mihail-aleksandrovich-atamanov/samyy-razyskivaemyy-68455154/
Братство тропы,https://www.litres.ru/book/dem-mihaylov/bratstvo-tropy-67902678/
Дисгардиум 7. Демонические игры,https://www.litres.ru/book/daniyar-sugralinov/disgardium-7-demonicheskie-igry-67292978/
Дисгардиум 5. Священная война,https://www.litres.ru/book/daniyar-sugralinov/disgardium-5-svyaschennaya-voyna-67292952/
Golang для профи,https://www.litres.ru/book/mihalis-cukalos-27713196/golang-dlya-profi-64073297/
Head First. Kotlin,https://www.litres.ru/book/don-griffits/head-first-kotlin-64064881/
Выразительный JavaScript. Современное веб-программирование (pdf+epub),https://www.litres.ru/book/mareyn-haverbeke/vyrazitelnyy-javascript-sovremennoe-veb-programmirovanie-50447564/
Apache Kafka. Потоковая обработка и анализ данных (pdf + epub),https://www.litres.ru/book/gven-shapira/apache-kafka-potokovaya-obrabotka-i-analiz-dannyh-pdf-epub-42225434/
Глубокое обучение на Python (pdf+epub),https://www.litres.ru/book/fransua-sholle-17338303/glubokoe-obuchenie-na-python-pdf-epub-39113884/
